location,date,oxygen,phosphate,salinity,silicate,temperature
"(27.0, -92.0)",1985-10-31,4.88,0.06,35.449,1.1,27.08
"(27.0, -92.0)",1990-10-31,4.62,0.02,35.78605952380953,0.1,27.8
"(27.0, -93.0)",1961-10-31,4.706888888888889,0.018958333333333334,36.31,2.0495238095238095,25.56
"(27.0, -93.0)",1961-11-30,4.706888888888889,0.018958333333333334,36.02,2.0495238095238095,24.61
"(27.0, -93.0)",1962-01-31,4.706888888888889,0.018958333333333334,36.35,2.0495238095238095,20.61
"(27.0, -93.0)",1962-03-31,4.545,0.018958333333333334,36.2765,2.0495238095238095,20.700000000000003
"(27.0, -93.0)",1964-02-29,4.74,0.025,36.546,2.0495238095238095,18.945
"(27.0, -93.0)",1966-02-28,5.05,0.018958333333333334,36.464,2.0495238095238095,20.18
"(27.0, -93.0)",1966-11-30,4.82,0.018958333333333334,36.252,2.0495238095238095,24.32
"(27.0, -93.0)",1967-07-31,2.95,0.018958333333333334,35.711666666666666,2.0495238095238095,21.833333333333332
"(27.0, -93.0)",1968-03-31,4.706888888888889,0.018958333333333334,36.31,2.0495238095238095,21.155
"(27.0, -93.0)",1968-09-30,4.706888888888889,0.018958333333333334,36.511,2.0495238095238095,29.32
"(27.0, -93.0)",1969-09-30,4.706888888888889,0.018958333333333334,36.16,2.0495238095238095,28.92
"(27.0, -93.0)",1970-10-31,4.706888888888889,0.018958333333333334,36.08,2.0495238095238095,26.52
"(27.0, -93.0)",1970-11-30,4.706888888888889,0.018958333333333334,36.045,2.0495238095238095,25.995
"(27.0, -93.0)",1975-08-31,4.706888888888889,0.018958333333333334,36.245000000000005,2.0495238095238095,29.22
"(27.0, -93.0)",1976-03-31,4.706888888888889,0.018958333333333334,36.03,2.0495238095238095,21.314999999999998
"(27.0, -93.0)",1987-11-30,4.824,0.05,36.378,1.97,23.735
"(27.0, -93.0)",1989-05-31,5.437,0.0,36.437,2.0,25.056
"(27.0, -93.0)",1990-07-31,4.706888888888889,0.018958333333333334,34.9,2.0495238095238095,29.2
"(27.0, -93.0)",1992-08-31,4.676666666666667,0.0,35.8383,1.4266666666666665,28.878366666666665
"(27.0, -93.0)",1993-02-28,4.93,0.06666666666666667,36.0513,1.8499999999999999,21.03816666666667
"(27.0, -93.0)",1994-04-30,4.91,0.0,35.6825,2.07,24.3332
"(27.0, -93.0)",1994-07-31,4.93,0.01,36.2756,1.89,29.3183
"(27.0, -93.0)",1994-11-30,4.67,0.0,35.6392,3.14,25.9553
"(27.0, -94.0)",1963-12-31,3.95,0.0675,36.4855,1.907,23.85
"(27.0, -94.0)",1964-03-31,5.08,0.19,36.64,1.907,21.02
"(27.0, -94.0)",1964-05-31,4.64,0.0675,36.2,1.907,27.12
"(27.0, -94.0)",1966-01-31,4.91,0.0675,36.45466666666667,1.907,21.5
"(27.0, -94.0)",1966-02-28,5.1,0.0675,36.44,1.907,20.04
"(27.0, -94.0)",1967-03-31,4.670437499999999,0.0675,36.454,1.907,22.9
"(27.0, -94.0)",1967-08-31,4.65,0.0675,36.635,1.907,29.04
"(27.0, -94.0)",1967-09-30,4.670437499999999,0.0675,35.447,1.907,28.2
"(27.0, -94.0)",1968-02-29,4.670437499999999,0.0675,36.416,1.907,20.775
"(27.0, -94.0)",1968-03-31,4.6,0.0675,36.3566,1.907,19.898
"(27.0, -94.0)",1968-08-31,3.94,0.0675,36.564,1.907,29.54
"(27.0, -94.0)",1969-08-31,4.47,0.0675,33.58,1.907,30.26
"(27.0, -94.0)",1969-11-30,4.670437499999999,0.02,36.299,1.6,24.03
"(27.0, -94.0)",1975-09-30,4.670437499999999,0.0675,36.3,1.907,29.195
"(27.0, -94.0)",1976-03-31,4.670437499999999,0.0675,35.995,1.907,21.82
"(27.0, -94.0)",1986-01-31,4.195,0.08499999999999999,36.3185,0.75,22.9695
"(27.0, -94.0)",1987-04-30,5.51,0.04,36.23,0.6,20.77
"(27.0, -94.0)",1987-10-31,4.670437499999999,0.0675,36.3,4.0,25.98
"(27.0, -94.0)",1987-11-30,4.778,0.13,36.387,2.54,24.4
"(27.0, -94.0)",1988-10-31,4.854,0.06,36.499,2.3,26.67
"(27.0, -94.0)",1989-11-30,4.8,0.07,36.335,2.0,26.56
"(27.0, -94.0)",1994-05-31,4.670437499999999,0.01,35.8461,3.23,23.5236
"(27.0, -94.0)",1994-08-31,4.64,0.03,35.3812,0.93,29.0018
"(27.0, -94.0)",1994-11-30,4.61,0.04,36.1729,1.12,26.7301
"(27.0, -95.0)",1961-10-31,4.5426298888888885,0.22048611111111113,32.91,3.5701500000000004,26.17
"(27.0, -95.0)",1962-03-31,4.59,0.22048611111111113,36.009,3.5701500000000004,21.02
"(27.0, -95.0)",1963-12-31,3.58,0.22048611111111113,36.523,3.5701500000000004,23.88
"(27.0, -95.0)",1964-01-31,4.43,0.060000000000000005,36.5835,3.5701500000000004,20.125
"(27.0, -95.0)",1967-02-28,4.5426298888888885,0.22048611111111113,36.578,3.5701500000000004,20.9
"(27.0, -95.0)",1967-09-30,4.5426298888888885,0.25,36.59133333333333,3.5701500000000004,28.526666666666667
"(27.0, -95.0)",1968-03-31,4.5426298888888885,0.22048611111111113,36.394,3.5701500000000004,19.74
"(27.0, -95.0)",1968-09-30,4.74,0.22048611111111113,36.544,3.5701500000000004,29.41
"(27.0, -95.0)",1969-08-31,4.35,0.22048611111111113,35.58,3.5701500000000004,30.7
"(27.0, -95.0)",1975-09-30,4.5426298888888885,0.22048611111111113,36.09,3.5701500000000004,28.799999999999997
"(27.0, -95.0)",1976-03-31,4.5426298888888885,0.22048611111111113,36.144999999999996,3.5701500000000004,22.705
"(27.0, -95.0)",1986-01-31,4.59,0.7966666666666667,35.21933333333334,9.233333333333333,16.75733333333333
"(27.0, -95.0)",1987-04-30,5.34,0.04,36.22,0.1,20.62
"(27.0, -95.0)",1987-11-30,4.874,0.01,36.279,2.85,24.41
"(27.0, -95.0)",1987-12-31,4.33575,0.5375,36.05125,6.525,19.585
"(27.0, -95.0)",1988-10-31,4.548625,0.0975,36.363499999999995,1.9625,24.905
"(27.0, -95.0)",1991-03-31,5.2285,0.42800000000000005,35.8806,5.9399999999999995,18.169800000000002
"(27.0, -95.0)",1991-06-30,3.565,0.375,34.1875,2.6,22.993499999999997
"(27.0, -95.0)",1992-06-30,4.56,0.01,35.974000000000004,1.4500000000000002,29.4
"(27.0, -95.0)",1993-01-31,4.843333333333333,0.02666666666666667,36.362,4.266666666666667,23.65133333333333
"(27.0, -95.0)",2007-07-31,4.56424,0.0145,34.48005,0.774,29.55435
"(27.0, -96.0)",1961-10-31,4.767119841269841,0.0383440170940171,30.06,2.1034392806267808,26.5
"(27.0, -96.0)",1961-11-30,4.767119841269841,0.0383440170940171,36.1,2.1034392806267808,25.305
"(27.0, -96.0)",1962-01-31,4.767119841269841,0.0383440170940171,36.105000000000004,2.1034392806267808,21.055
"(27.0, -96.0)",1962-03-31,4.59,0.0383440170940171,34.469,2.1034392806267808,20.73
"(27.0, -96.0)",1967-02-28,4.767119841269841,0.0383440170940171,36.559,2.1034392806267808,19.85
"(27.0, -96.0)",1967-08-31,4.767119841269841,0.0383440170940171,36.693,2.1034392806267808,28.8
"(27.0, -96.0)",1968-03-31,4.767119841269841,0.0383440170940171,36.396,2.1034392806267808,19.81
"(27.0, -96.0)",1968-05-31,4.767119841269841,0.0383440170940171,33.24,2.1034392806267808,26.5
"(27.0, -96.0)",1969-08-31,4.12,0.0383440170940171,35.78,2.1034392806267808,29.88
"(27.0, -96.0)",1975-09-30,4.767119841269841,0.0383440170940171,35.93599999999999,2.1034392806267808,28.754
"(27.0, -96.0)",1976-03-31,4.767119841269841,0.0383440170940171,35.778,2.1034392806267808,21.860000000000003
"(27.0, -96.0)",1987-04-30,5.28,0.02,36.31,0.4,20.92
"(27.0, -96.0)",1987-11-30,4.806,0.04,36.355,2.2,24.0
"(27.0, -96.0)",1988-10-31,4.6690000000000005,0.05,36.316,2.6,26.564999999999998
"(27.0, -96.0)",1989-05-31,4.886,0.02,36.48,1.9,25.412
"(27.0, -96.0)",1989-11-30,4.76,0.08,35.682,1.6,24.16
"(27.0, -96.0)",1993-01-31,4.939,0.030000000000000002,36.317499999999995,3.05,23.6655
"(27.0, -96.0)",1993-05-31,4.888,0.05666666666666667,33.0255,2.787777777777778,24.11887777777778
"(27.0, -96.0)",1993-08-31,4.561999999999999,0.048750000000000016,36.0082,2.735,28.920912499999996
"(27.0, -96.0)",1993-11-30,4.912,0.03375,35.47314285714286,3.0937499999999996,23.77282857142857
"(27.0, -96.0)",1994-05-31,4.984444444444446,0.028333333333333332,32.321691666666666,1.888333333333333,24.557716666666664
"(27.0, -96.0)",1994-08-31,4.6998999999999995,0.018461538461538463,36.343561538461536,1.5430769230769232,28.74322307692307
"(27.0, -96.0)",1994-11-30,4.643333333333334,0.034166666666666665,35.760466666666666,1.4433333333333334,26.262833333333333
"(27.0, -97.0)",1961-10-31,4.845,0.0325,30.545,4.0,25.585
"(27.0, -97.0)",1961-11-30,4.845,0.0325,32.435,4.0,22.53
"(27.0, -97.0)",1962-01-31,4.845,0.0325,35.26,4.0,17.835
"(27.0, -97.0)",1963-03-31,4.845,0.0325,35.388000000000005,4.0,16.6
"(27.0, -97.0)",1963-04-30,4.845,0.0325,32.3675,4.0,22.566666666666663
"(27.0, -97.0)",1963-05-31,4.845,0.0325,35.76,4.0,25.325
"(27.0, -97.0)",1963-06-30,4.845,0.0325,36.465999999999994,4.0,27.279999999999994
"(27.0, -97.0)",1963-07-31,4.845,0.0325,36.612500000000004,4.0,26.35
"(27.0, -97.0)",1963-08-31,4.845,0.0325,36.489999999999995,4.0,28.48
"(27.0, -97.0)",1963-10-31,4.845,0.0325,34.376000000000005,4.0,27.0
"(27.0, -97.0)",1963-11-30,4.845,0.0325,35.660000000000004,4.0,25.02
"(27.0, -97.0)",1963-12-31,4.845,0.0325,35.599,4.0,19.449999999999996
"(27.0, -97.0)",1964-01-31,4.845,0.0325,35.312,4.0,15.74
"(27.0, -97.0)",1964-02-29,4.845,0.0325,36.64,4.0,18.3
"(27.0, -97.0)",1964-03-31,4.845,0.0325,36.195,4.0,17.380000000000003
"(27.0, -97.0)",1964-04-30,4.845,0.0325,32.894999999999996,4.0,19.959999999999997
"(27.0, -97.0)",1964-05-31,4.845,0.0325,28.830000000000002,4.0,25.660000000000004
"(27.0, -97.0)",1964-06-30,4.845,0.0325,35.168,4.0,27.660000000000004
"(27.0, -97.0)",1964-07-31,4.845,0.0325,36.576,4.0,27.160000000000004
"(27.0, -97.0)",1964-08-31,4.845,0.0325,36.726,4.0,28.22
"(27.0, -97.0)",1964-09-30,4.845,0.0325,36.3675,4.0,28.6
"(27.0, -97.0)",1964-10-31,4.845,0.0325,35.22,4.0,24.7
"(27.0, -97.0)",1964-11-30,4.845,0.0325,35.412,4.0,22.439999999999998
"(27.0, -97.0)",1964-12-31,4.845,0.0325,34.524,4.0,18.520000000000003
"(27.0, -97.0)",1965-01-31,4.845,0.0325,34.358,4.0,18.68
"(27.0, -97.0)",1965-02-28,4.845,0.0325,34.238,4.0,16.84
"(27.0, -97.0)",1965-03-31,4.845,0.0325,35.268,4.0,17.479999999999997
"(27.0, -97.0)",1965-04-30,4.845,0.0325,29.25,4.0,24.34
"(27.0, -97.0)",1965-05-31,4.845,0.0325,31.594000000000005,4.0,26.48
"(27.0, -97.0)",1965-06-30,4.845,0.0325,32.464000000000006,4.0,27.679999999999996
"(27.0, -97.0)",1965-08-31,4.845,0.0325,36.562,4.0,27.939999999999998
"(27.0, -97.0)",1965-09-30,4.845,0.0325,34.55004411764706,4.0,30.1
"(27.0, -97.0)",1965-12-31,4.845,0.0325,33.258,4.0,21.160000000000004
"(27.0, -97.0)",1975-09-30,4.845,0.0325,35.88,4.0,28.479999999999997
"(27.0, -97.0)",1976-03-31,4.845,0.0325,35.004999999999995,4.0,20.185000000000002
"(28.0, -80.0)",1961-06-30,4.845,0.0325,36.19475,4.0,26.044999999999998
"(28.0, -80.0)",1962-08-31,4.65625,0.11583333333333334,35.98499999999999,4.0,28.77815789473684
"(28.0, -80.0)",1963-02-28,4.65625,0.11583333333333334,36.29,4.0,19.76666666666667
"(28.0, -80.0)",1967-11-30,4.65625,0.11583333333333334,36.137,4.0,25.78
"(28.0, -80.0)",1969-04-30,4.65625,0.11583333333333334,36.24666666666667,4.0,25.166666666666668
"(28.0, -80.0)",1971-09-30,4.65625,0.175,35.84,4.0,24.23643640350877
"(28.0, -80.0)",1972-01-31,4.65625,0.11583333333333334,36.14930208333333,4.0,25.029999999999998
"(28.0, -80.0)",1973-03-31,4.4675,0.14,36.243,4.0,22.625
"(28.0, -80.0)",1979-01-31,4.65625,0.11583333333333334,36.258,4.0,20.7
"(28.0, -81.0)",1962-08-31,5.16,0.11,36.41166666666667,12.908545454545454,27.675
"(28.0, -81.0)",1971-09-30,5.16,0.11,36.1,12.908545454545454,26.005000000000003
"(28.0, -81.0)",1972-01-31,5.16,0.11,36.255833333333335,12.908545454545454,24.335
"(28.0, -83.0)",1962-02-28,5.16,0.13590909090909092,35.962,12.908545454545454,19.67
"(28.0, -83.0)",1964-06-30,5.139648333333334,0.13590909090909092,36.269999999999996,12.908545454545454,28.965
"(28.0, -83.0)",1965-08-31,5.139648333333334,0.13590909090909092,34.714,12.908545454545454,29.633333333333333
"(28.0, -83.0)",1965-09-30,5.139648333333334,0.13590909090909092,34.68,12.908545454545454,30.4
"(28.0, -83.0)",1965-10-31,5.139648333333334,0.13590909090909092,35.14000000000001,12.908545454545454,27.063333333333333
"(28.0, -83.0)",1965-11-30,5.139648333333334,0.13590909090909092,34.29833333333334,12.908545454545454,22.99666666666667
"(28.0, -83.0)",1965-12-31,5.139648333333334,0.13590909090909092,34.58333333333333,12.908545454545454,20.066666666666666
"(28.0, -83.0)",1966-01-31,5.139648333333334,0.13590909090909092,34.895,12.908545454545454,18.683333333333334
"(28.0, -83.0)",1966-02-28,5.139648333333334,0.13590909090909092,34.00599999999999,12.908545454545454,16.426
"(28.0, -83.0)",1966-03-31,5.139648333333334,0.13590909090909092,34.83833333333333,12.908545454545454,19.794999999999998
"(28.0, -83.0)",1966-04-30,5.139648333333334,0.13590909090909092,35.05428571428572,12.908545454545454,19.785714285714285
"(28.0, -83.0)",1966-05-31,5.139648333333334,0.13590909090909092,35.50333333333333,12.908545454545454,24.866666666666664
"(28.0, -83.0)",1966-06-30,5.139648333333334,0.13590909090909092,35.614,12.908545454545454,27.4
"(28.0, -83.0)",1966-07-31,5.139648333333334,0.13590909090909092,35.55111111111111,12.908545454545454,28.61111111111111
"(28.0, -83.0)",1966-08-31,5.139648333333334,0.13590909090909092,35.27333333333333,12.908545454545454,29.785714285714285
"(28.0, -83.0)",1966-09-30,5.139648333333334,0.13590909090909092,35.136,12.908545454545454,30.0
"(28.0, -83.0)",1966-10-31,5.139648333333334,0.13590909090909092,34.84,12.908545454545454,28.083333333333332
"(28.0, -83.0)",1966-11-30,5.139648333333334,0.13590909090909092,35.29,12.908545454545454,23.583333333333332
"(28.0, -83.0)",1966-12-31,5.139648333333334,0.13590909090909092,34.63285714285714,12.908545454545454,19.5
"(28.0, -83.0)",1967-01-31,5.139648333333334,0.13590909090909092,34.825,12.908545454545454,18.59
"(28.0, -83.0)",1967-02-28,5.139648333333334,0.13590909090909092,35.321666666666665,12.908545454545454,17.5
"(28.0, -83.0)",1967-03-31,5.139648333333334,0.13590909090909092,34.95666666666667,12.908545454545454,19.083333333333332
"(28.0, -83.0)",1967-04-30,5.139648333333334,0.13590909090909092,35.400000000000006,12.908545454545454,22.555555555555557
"(28.0, -83.0)",1967-05-31,5.139648333333334,0.13590909090909092,36.12571428571429,12.908545454545454,25.714285714285715
"(28.0, -83.0)",1967-06-30,5.139648333333334,0.13590909090909092,36.06428571428571,12.908545454545454,27.714285714285715
"(28.0, -83.0)",1967-07-31,5.139648333333334,0.13590909090909092,35.72272727272727,12.908545454545454,30.5
"(28.0, -83.0)",1967-08-31,5.139648333333334,0.13590909090909092,35.39555555555555,12.908545454545454,29.88888888888889
"(28.0, -83.0)",1967-09-30,5.139648333333334,0.13590909090909092,35.0025,12.908545454545454,29.125
"(28.0, -83.0)",1967-10-31,5.139648333333334,0.13590909090909092,35.21399999999999,12.908545454545454,25.7
"(28.0, -83.0)",1967-11-30,5.139648333333334,0.13590909090909092,35.45428571428572,12.908545454545454,21.857142857142858
"(28.0, -83.0)",1970-05-31,5.139648333333334,0.13590909090909092,35.54,12.908545454545454,23.4
"(28.0, -83.0)",1970-06-30,5.139648333333334,0.13590909090909092,35.11393288557847,12.908545454545454,28.6
"(28.0, -83.0)",1970-09-30,5.139648333333334,0.13590909090909092,33.5925,12.908545454545454,29.10125
"(28.0, -83.0)",1971-05-31,5.139648333333334,0.13590909090909092,34.7632,12.908545454545454,24.176
"(28.0, -83.0)",1971-07-31,5.139648333333334,0.13590909090909092,35.15866666666667,12.908545454545454,29.100000000000005
"(28.0, -83.0)",1971-08-31,5.139648333333334,0.13590909090909092,35.184749999999994,12.908545454545454,30.140833333333337
"(28.0, -83.0)",1971-11-30,5.139648333333334,0.13590909090909092,34.702,12.908545454545454,23.171999999999997
"(28.0, -83.0)",1972-02-29,5.139648333333334,0.13590909090909092,33.376999999999995,12.908545454545454,18.674999999999997
"(28.0, -83.0)",1972-05-31,5.139648333333334,0.13590909090909092,34.843333333333334,12.908545454545454,23.49
"(28.0, -83.0)",1972-06-30,5.139648333333334,0.13590909090909092,35.740249999999996,12.908545454545454,26.295
"(28.0, -83.0)",1972-09-30,5.139648333333334,0.13590909090909092,35.529375,12.908545454545454,28.6675
"(28.0, -83.0)",1973-01-31,5.139648333333334,0.13590909090909092,35.452,12.908545454545454,17.40625
"(28.0, -83.0)",1973-05-31,5.139648333333334,0.13590909090909092,35.69,12.908545454545454,24.183749999999996
"(28.0, -83.0)",1973-06-30,5.139648333333334,0.13590909090909092,35.81909999999999,12.908545454545454,28.378999999999998
"(28.0, -83.0)",1973-07-31,5.139648333333334,0.13590909090909092,35.7595,12.908545454545454,29.685000000000002
"(28.0, -83.0)",1973-08-31,5.139648333333334,0.13590909090909092,35.680727272727275,12.908545454545454,29.91363636363636
"(28.0, -83.0)",1973-11-30,5.139648333333334,0.13590909090909092,34.90128571428572,12.908545454545454,23.844428571428573
"(28.0, -83.0)",1974-05-31,8.17,0.71,35.7385,122.0,24.875
"(28.0, -83.0)",1975-07-31,5.139648333333334,0.13590909090909092,34.99666666666666,12.908545454545454,28.346666666666668
"(28.0, -83.0)",1975-09-30,5.139648333333334,0.13590909090909092,32.875,12.908545454545454,29.375
"(28.0, -83.0)",1976-02-29,5.139648333333334,0.13590909090909092,35.3044,12.908545454545454,15.14
"(28.0, -83.0)",1997-11-30,5.392,0.46,34.398,4.68,25.006460833610827
"(28.0, -83.0)",1998-05-31,5.322,0.01,35.11393288557847,0.89,25.006460833610827
"(28.0, -83.0)",1998-07-31,4.516,0.02,35.11393288557847,0.77,25.006460833610827
"(28.0, -83.0)",1998-11-30,4.769,0.02,35.11393288557847,0.715,25.006460833610827
"(28.0, -83.0)",1999-05-31,4.984,0.03,35.11393288557847,1.71,25.006460833610827
"(28.0, -83.0)",1999-08-31,4.536,0.0,35.11393288557847,1.03,25.006460833610827
"(28.0, -83.0)",1999-11-30,4.8835,0.035,35.11393288557847,1.075,25.006460833610827
"(28.0, -83.0)",2000-04-30,5.0675,0.1,35.11393288557847,1.15,25.006460833610827
"(28.0, -83.0)",2000-08-31,4.336,0.03,35.11393288557847,4.03,25.006460833610827
"(28.0, -83.0)",2007-07-31,4.53978,0.08,35.11393288557847,3.944,30.82595
"(28.0, -84.0)",1962-02-28,4.8,0.05060714285714286,35.87,19.48819523809524,20.47
"(28.0, -84.0)",1964-02-29,5.066658867623605,0.05060714285714286,36.375,19.48819523809524,16.05
"(28.0, -84.0)",1964-03-31,5.066658867623605,0.05060714285714286,36.47,19.48819523809524,17.15
"(28.0, -84.0)",1964-06-30,4.633333333333334,0.05060714285714286,36.529999999999994,19.48819523809524,28.515
"(28.0, -84.0)",1965-08-31,5.066658867623605,0.05060714285714286,35.70666666666667,19.48819523809524,29.0
"(28.0, -84.0)",1965-10-31,5.066658867623605,0.05060714285714286,35.4775,19.48819523809524,27.125
"(28.0, -84.0)",1965-11-30,5.066658867623605,0.05060714285714286,35.825,19.48819523809524,24.564999999999998
"(28.0, -84.0)",1965-12-31,5.066658867623605,0.05060714285714286,36.175,19.48819523809524,23.0
"(28.0, -84.0)",1966-01-31,5.066658867623605,0.05060714285714286,36.345,19.48819523809524,22.0
"(28.0, -84.0)",1966-02-28,5.066658867623605,0.05060714285714286,35.53,19.48819523809524,19.926666666666666
"(28.0, -84.0)",1966-03-31,5.066658867623605,0.05060714285714286,36.302,19.48819523809524,20.072
"(28.0, -84.0)",1966-04-30,5.066658867623605,0.05060714285714286,36.42333333333333,19.48819523809524,19.833333333333332
"(28.0, -84.0)",1966-05-31,5.066658867623605,0.05060714285714286,35.89666666666667,19.48819523809524,24.166666666666668
"(28.0, -84.0)",1966-06-30,5.066658867623605,0.05060714285714286,35.57333333333333,19.48819523809524,25.5
"(28.0, -84.0)",1966-07-31,5.066658867623605,0.05060714285714286,35.64666666666667,19.48819523809524,27.75
"(28.0, -84.0)",1966-08-31,5.066658867623605,0.05060714285714286,35.616,19.48819523809524,28.8
"(28.0, -84.0)",1966-09-30,5.066658867623605,0.05060714285714286,35.28,19.48819523809524,28.833333333333332
"(28.0, -84.0)",1966-10-31,5.066658867623605,0.05060714285714286,35.49,19.48819523809524,27.666666666666668
"(28.0, -84.0)",1966-11-30,5.066658867623605,0.05060714285714286,35.946000000000005,19.48819523809524,23.75
"(28.0, -84.0)",1966-12-31,5.066658867623605,0.05060714285714286,35.9925,19.48819523809524,22.5
"(28.0, -84.0)",1967-01-31,5.066658867623605,0.05060714285714286,36.17,19.48819523809524,20.4
"(28.0, -84.0)",1967-02-28,5.066658867623605,0.05060714285714286,36.21666666666666,19.48819523809524,19.833333333333332
"(28.0, -84.0)",1967-03-31,5.066658867623605,0.05060714285714286,36.383799999999994,19.48819523809524,20.580000000000002
"(28.0, -84.0)",1967-04-30,5.066658867623605,0.05060714285714286,36.31333333333333,19.48819523809524,22.333333333333332
"(28.0, -84.0)",1967-05-31,5.066658867623605,0.05060714285714286,36.36,19.48819523809524,25.0
"(28.0, -84.0)",1967-06-30,5.066658867623605,0.05060714285714286,36.022499999999994,19.48819523809524,27.25
"(28.0, -84.0)",1967-07-31,5.066658867623605,0.05060714285714286,34.325,19.48819523809524,29.875
"(28.0, -84.0)",1967-08-31,5.066658867623605,0.05060714285714286,35.0025,19.48819523809524,28.75
"(28.0, -84.0)",1967-09-30,5.066658867623605,0.05060714285714286,35.3754,19.48819523809524,28.080000000000002
"(28.0, -84.0)",1967-10-31,5.066658867623605,0.05060714285714286,35.94,19.48819523809524,25.0
"(28.0, -84.0)",1967-11-30,5.066658867623605,0.05060714285714286,36.10333333333333,19.48819523809524,23.666666666666668
"(28.0, -84.0)",1969-06-30,4.858181818181818,0.10500000000000001,36.32000000000001,100.0,27.19090909090909
"(28.0, -84.0)",1969-07-31,4.96,0.113,35.57,19.48819523809524,30.0
"(28.0, -84.0)",1969-08-31,5.471666666666668,0.12,35.06941176470589,19.48819523809524,28.652631578947375
"(28.0, -84.0)",1969-11-30,6.88,0.05060714285714286,36.066315789473684,87.79639999999999,24.30526315789474
"(28.0, -84.0)",1970-05-31,5.066658867623605,0.05060714285714286,36.165,19.48819523809524,23.040000000000003
"(28.0, -84.0)",1970-06-30,5.066658867623605,0.05060714285714286,35.405,19.48819523809524,28.887500000000003
"(28.0, -84.0)",1971-05-31,5.066658867623605,0.05060714285714286,35.51380000000001,19.48819523809524,24.229333333333333
"(28.0, -84.0)",1971-07-31,5.066658867623605,0.05060714285714286,35.4255,19.48819523809524,29.049999999999997
"(28.0, -84.0)",1971-08-31,5.066658867623605,0.05060714285714286,35.176187500000005,19.48819523809524,29.584705882352946
"(28.0, -84.0)",1971-11-30,5.066658867623605,0.05060714285714286,35.6074,19.48819523809524,24.59
"(28.0, -84.0)",1972-02-29,5.066658867623605,0.05060714285714286,36.21575,19.48819523809524,20.245
"(28.0, -84.0)",1972-05-31,4.875,0.05060714285714286,35.827666666666666,19.48819523809524,23.89
"(28.0, -84.0)",1972-09-30,5.066658867623605,0.05060714285714286,35.62725,19.48819523809524,28.682499999999997
"(28.0, -84.0)",1972-11-30,5.066658867623605,0.05060714285714286,35.888,19.48819523809524,26.85
"(28.0, -84.0)",1973-01-31,5.066658867623605,0.05060714285714286,36.21325,19.48819523809524,19.83
"(28.0, -84.0)",1973-05-31,5.066658867623605,0.05060714285714286,36.3125,19.48819523809524,24.0025
"(28.0, -84.0)",1973-06-30,5.066658867623605,0.05060714285714286,35.783,19.48819523809524,26.6475
"(28.0, -84.0)",1973-07-31,5.066658867623605,0.05060714285714286,33.60566666666667,19.48819523809524,29.75
"(28.0, -84.0)",1973-08-31,5.066658867623605,0.05060714285714286,33.47557142857143,19.48819523809524,29.79857142857143
"(28.0, -84.0)",1973-11-30,5.066658867623605,0.05060714285714286,34.9225,19.48819523809524,24.527250000000002
"(28.0, -84.0)",1974-05-31,7.76875,0.031,35.589749999999995,72.6,23.52375
"(28.0, -84.0)",1974-06-30,5.066658867623605,0.05060714285714286,34.792,19.48819523809524,27.32
"(28.0, -84.0)",1975-07-31,5.066658867623605,0.05060714285714286,33.5,19.48819523809524,28.13
"(28.0, -84.0)",1975-09-30,5.066658867623605,0.05060714285714286,35.086666666666666,19.48819523809524,28.67
"(28.0, -84.0)",1976-02-29,5.066658867623605,0.05060714285714286,36.25566666666666,19.48819523809524,18.203333333333333
"(28.0, -84.0)",1983-11-30,4.16,0.1,36.089,1.6,24.24
"(28.0, -84.0)",1997-11-30,5.2066,0.028000000000000004,35.7352,1.064,25.01115504754818
"(28.0, -84.0)",1998-05-31,5.1455,0.01,35.705153443210456,0.865,25.01115504754818
"(28.0, -84.0)",1998-07-31,4.537333333333334,0.03,35.705153443210456,1.3866666666666667,25.01115504754818
"(28.0, -84.0)",1998-11-30,4.77025,0.0125,35.705153443210456,1.035,25.01115504754818
"(28.0, -84.0)",1999-05-31,5.007333333333334,0.05000000000000001,35.705153443210456,1.0666666666666667,25.01115504754818
"(28.0, -84.0)",1999-08-31,4.4458,0.024,35.705153443210456,1.0340000000000003,25.01115504754818
"(28.0, -84.0)",1999-11-30,4.811,0.052500000000000005,35.705153443210456,1.4425000000000001,25.01115504754818
"(28.0, -84.0)",2000-04-30,5.102,0.017499999999999998,35.705153443210456,0.8224999999999999,25.01115504754818
"(28.0, -84.0)",2000-08-31,4.35825,0.015,35.705153443210456,0.67,25.01115504754818
"(28.0, -84.0)",2001-04-30,5.066658867623605,0.05060714285714286,35.705153443210456,19.48819523809524,24.1
"(28.0, -84.0)",2007-07-31,4.47552,0.05060714285714286,36.6828,1.452,30.2754
"(28.0, -85.0)",1962-02-28,4.625,0.07283101851851853,36.126,1.2338704906204907,21.21
"(28.0, -85.0)",1964-02-29,5.445,0.17,36.449999999999996,1.2338704906204907,17.713333333333335
"(28.0, -85.0)",1964-06-30,4.62,0.07283101851851853,36.52,1.2338704906204907,28.29
"(28.0, -85.0)",1966-06-30,4.786599053724054,0.07283101851851853,35.68,1.2338704906204907,25.69
"(28.0, -85.0)",1966-08-31,4.786599053724054,0.07283101851851853,35.87,1.2338704906204907,29.0
"(28.0, -85.0)",1967-06-30,4.786599053724054,0.07283101851851853,36.22,1.2338704906204907,28.97
"(28.0, -85.0)",1967-08-31,4.786599053724054,0.07283101851851853,34.57,1.2338704906204907,30.549999999999997
